name,latitude,longitude,category,destination,description,products,priceFromVnd,available,starRating,url,imageUrl,locationSource,locationPrecision,warning,googleMapsUrl,placeKey
Đền Chợ Củi - Thờ Quan Hoàng Mười,18.60487,105.691334,Vui chơi,Hà Tĩnh,"mở cửa Mở cửa cả ngày · Đền Chợ Củi - Thờ Quan Hoàng Mười. Địa chỉ: JM3R+WG8, Nghi Xuân, Hà Tĩnh 45900, Việt Nam. Giờ mở cửa: Mở cửa cả ngày",1,,false,,https://vn.trip.com/travel-guide/attraction/nghi-xuan/n-ch-ci-th-quan-hong-mi-151026800/,https://ak-d.tripcdn.com/images/0HJ5h12000t8yhmmy7383.png,trip.com,exact,cách tâm Hà Tĩnh 37 km,https://www.google.com/maps/search/?api=1&query=18.604870%2C105.691334,product:176e3230-af01-524d-97d6-8b6cf2c2ff9a
Khu Lưu niệm Đại thi hào Nguyễn Du,18.664999,105.76681,Vui chơi,Hà Tĩnh,"mở cửa Mở cửa cả ngày · Khu Lưu niệm Đại thi hào Nguyễn Du. Địa chỉ: MQ78+XPV, ĐT541, Tiên Điền, Nghi Xuân, Hà Tĩnh, Việt Nam. Giờ mở cửa: Mở cửa cả ngày",1,,false,,https://vn.trip.com/travel-guide/attraction/tien-dien/memorial-of-the-great-poet-nguyn-du-142729334/,https://ak-d.tripcdn.com/images/0HJ4w12000io7y7gfA3D9.jpg,trip.com,exact,cách tâm Hà Tĩnh 39 km,https://www.google.com/maps/search/?api=1&query=18.664999%2C105.766810,product:766e59f4-938d-505a-927f-fab0797f6e36
Bãi Biển Sun World Hạ Long,20.942944,107.028616,Vui chơi,Hạ Long,"mở cửa 06:30–19:00 · Bãi Biển Sun World Hạ Long. Loại hình: Bãi biển và bờ biển. Địa chỉ: Kỳ Quan, Bãi Cháy, Quảng Ninh, Việt Nam. Giờ mở cửa: 06:30–19:00. Thời gian tham quan đề xuất: 2–3 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/bai-chay/bai-chay-beach-58324566/,https://ak-d.tripcdn.com/images/0ww0412000ceu25mn94C2.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.942944%2C107.028616,product:8fc49317-20e1-5c3e-878c-a0eba7fdefa0
Bãi biển Ti Tốp,20.85821,107.080715,Vui chơi,Hạ Long,"Bãi biển Ti Tốp. Loại hình: Bãi biển và bờ biển. Địa chỉ: Cát Hải, Hải Phòng",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/ti-top-beach-55813428/,https://ak-d.tripcdn.com/images/0ww1g12000cncyo1bE981.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.858210%2C107.080715,product:54f8c3cb-43d2-5243-b9c0-2e8e8f60a500
Bảo tàng Quảng Ninh,20.948708,107.097508,Vui chơi,Hạ Long,"mở cửa 08:00–17:00 · Bảo tàng Quảng Ninh. Loại hình: Bảo Tàng. Địa chỉ: Trần Quốc Nghiễn, Hồng Gai, Quảng Ninh, Việt Nam. Giờ mở cửa: 08:00–17:00. Thời gian tham quan đề xuất: 1–2 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/hong-gai/quang-ninh-museum-50694109/,https://ak-d.tripcdn.com/images/0HJ2h12000h039vwyDD4B.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.948708%2C107.097508,product:75e79eb2-632c-57d2-9765-e42615d24424
Cozy Cruise Halong Bay,20.919659,106.985348,Vui chơi,Hạ Long,"từ 1.220.000₫ · mở cửa 11:00–18:30 · Tàu du lịch Cozy Halong Bay là một con tàu sang trọng được thiết kế để khám phá vẻ đẹp tự nhiên của Vịnh Hạ Long, Việt Nam. Tàu cung cấp chỗ ở tiện nghi và dịch vụ hạng nhất, cho phép du khách đắm mìn",1,1220000,true,,https://vn.trip.com/travel-guide/attraction/tuan-chau/cozy-cruise-halong-bay-61992925/,https://ak-d.tripcdn.com/images/1lo0212000pzl1vuw93A9.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.919659%2C106.985348,product:39d8bdca-a899-5ca1-8e12-6b7b24d67e06
Đảo Tuần Châu,20.92745,106.986038,Vui chơi,Hạ Long,"mở cửa Mở cửa cả ngày · Đảo Tuần Châu. Địa chỉ: Quảng Ninh, Việt Nam. Giờ mở cửa: Mở cửa cả ngày",1,,false,,https://vn.trip.com/travel-guide/attraction/tuan-chau/tuan-chau-island-137297029/,https://ak-d.tripcdn.com/images/0HJ6c12000ihl0z0cFE3B.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.927450%2C106.986038,product:a7c756f4-2647-5d98-a152-ba0e960f51e4
Dolphin Halong Cruise,20.952833,107.055791,Vui chơi,Hạ Long,"từ 2.143.200₫ · mở cửa 09:30–17:45 · Định nghĩa lại chuyến du ngoạn ban ngày trên vịnh tuyệt đẹp trên tàu Dolphin, một con tàu có quy mô vô song và tiện nghi đẳng cấp thế giới, nổi bật với chương trình biểu diễn ánh sáng độc đáo và tiệc ",1,2143200,true,,https://vn.trip.com/travel-guide/attraction/bai-chay/dolphin-halong-cruise-152914799/,https://ak-d.tripcdn.com/images/1lo2b12000o1cn03mD9DA.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.952833%2C107.055791,product:0d206841-6512-5fe1-a57b-b4463b5db68b
Halong Park (Dragon Park),20.954518,107.049643,Vui chơi,Hạ Long,"mở cửa 09:00–18:00 · Halong Park (Dragon Park). Địa chỉ: Bãi Cháy, Quảng Ninh, Việt Nam. Giờ mở cửa: 09:00–18:00. Thời gian tham quan đề xuất: 2–3 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/bai-chay/halong-park-142290987/,https://ak-d.tripcdn.com/images/0HJ5s12000gfg3twe41C6.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.954518%2C107.049643,product:316b55e9-d21d-5eb8-a5c9-ffd10abf7217
Hang Sửng Sốt,20.843979,107.091484,Vui chơi,Hạ Long,"từ 1.124.800₫ · mở cửa 07:00–17:00 · Hang Sửng Sốt là một điểm tham quan thiên nhiên nổi tiếng tại Vịnh Hạ Long, Quảng Ninh, Việt Nam. Nằm trên đảo Bồ Hòn, hang có không gian bên trong rộng rãi với những khối thạch nhũ đá vôi đặc trưng đ",1,1124800,true,,https://vn.trip.com/travel-guide/attraction/haiphong/sung-sot-cave-28376898/,https://ak-d.tripcdn.com/images/100t0j000000algf1260F.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.843979%2C107.091484,product:9ec00795-a333-56b5-998c-120a2f307e62
Hòn Đỉnh Hương,20.914425,107.01751,Vui chơi,Hạ Long,mở cửa 07:00–18:00 · Hòn Đỉnh Hương. Địa chỉ: Cách đảo Kauai khoảng 5 km về phía đông nam từ bến tàu du lịch. Giờ mở cửa: 07:00–18:00. Thời gian tham quan đề xuất: 1–2 tiếng đồng hồ,1,,false,,https://vn.trip.com/travel-guide/attraction/tuan-chau/dinh-huong-island-28376717/,https://ak-d.tripcdn.com/images/0104w12000f6snkw4F786.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.914425%2C107.017510,product:8059ac0c-2b60-5b7f-8121-bb19c64eeb1f
Hòn Gà Chọi,20.89052,107.026193,Vui chơi,Hạ Long,"mở cửa Mở cửa cả ngày · Hòn Gà Chọi. Loại hình: Tour đi thuyền. Địa chỉ: Hòn Gà Chọi, tp. Hạ Long, Quảng Ninh, Việt Nam. Giờ mở cửa: Mở cửa cả ngày. Thời gian tham quan đề xuất: 0.5–1 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/fighting-cock-islet-95478/,https://ak-d.tripcdn.com/images/01002120009e42ssc48FF.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.890520%2C107.026193,product:9c0821e8-6c0d-530d-b648-72a38a86aeb4
Hòn Ti Tốp,20.859076,107.080151,Vui chơi,Hạ Long,"mở cửa Mở cửa cả ngày · Hòn Ti Tốp. Địa chỉ: Hạ Long Bay, Quảng Ninh province, Vietnam. Giờ mở cửa: Mở cửa cả ngày. Thời gian tham quan đề xuất: 3–5 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/ti-top-island-95477/,https://ak-d.tripcdn.com/images/0104u120008i7cmuj482F.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.859076%2C107.080151,product:bf305cbf-a7b8-5e52-bc67-97639cf95fdf
IRIS CRUISE HALONG BAY,20.95162,107.059777,Vui chơi,Hạ Long,"từ 1.124.800₫ · mở cửa 08:30–17:30 · Ra mắt vào năm 2023, Iris Cruise là một trong những du thuyền ngày tầm trung mới tại Vịnh Hạ Long. Tàu có thể chứa tối đa 99 khách và cung cấp các tiện nghi hiện đại như hồ bơi jacuzzi, 2 nhà hàng, 1 ",1,1124800,true,,https://vn.trip.com/travel-guide/attraction/bai-chay/iris-cruise-halong-bay-147059356/,https://ak-d.tripcdn.com/images/1lo2p12000o15af73E491.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.951620%2C107.059777,product:06e310e1-43c3-5b05-a34f-200ca4eb1281
Leona Halong Cruise,20.9535,107.055993,Vui chơi,Hạ Long,"từ 1.235.294₫ · mở cửa Mở cửa quanh năm, 24/7 · Chào mừng đến với Leona Cruises LEONA – “Ốc đảo” sang trọng giữa kỳ quan Hạ Long! Bạn xứng đáng có một ngày thư giãn đích thực giữa khung cảnh thiên nhiên tuyệt đẹp. Du thuyền Leona sẽ đưa bạn vào một",1,1235294,true,,https://vn.trip.com/travel-guide/attraction/bai-chay/leona-halong-cruise-152978014/,https://ak-d.tripcdn.com/images/1lo4d12000nzaj2ox50A3.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.953500%2C107.055993,product:bf0dfe57-2c40-527d-95dc-cdb1f781b5f0
Sun Wheel Hạ Long,20.956725,107.071696,Vui chơi,Hạ Long,"mở cửa 14:00–20:00 · Sun Wheel Hạ Long. Loại hình: Cảnh đêm. Địa chỉ: Yết Kiêu, Hồng Gai, Quảng Ninh, Việt Nam. Giờ mở cửa: 14:00–20:00. Thời gian tham quan đề xuất: 30–40 phút",1,,false,,https://vn.trip.com/travel-guide/attraction/hong-gai/sun-wheel-142857694/,https://ak-d.tripcdn.com/images/0HJ6x12000j55cgugA027.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.956725%2C107.071696,product:47d5fc4d-61e7-51eb-aef5-32e10e24ce95
Sun World Hạ Long,20.955555,107.049099,Vui chơi,Hạ Long,"từ 50.000₫ · mở cửa 14:00–20:00 · Sun World Hạ Long – Đỉnh cao của vui chơi, phấn khích và niềm vui bất tận!  Với tổng diện tích 214ha, Sun World Hạ Long là tổ hợp vui chơi, giải trí đẳng cấp quốc tế bao gồm 2 khu vực chính: Khu vui c",1,50000,true,,https://vn.trip.com/travel-guide/attraction/bai-chay/sun-world-halong-complex-32862148/,https://ak-d.tripcdn.com/images/0103q120009it0ngiD1BB.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.955555%2C107.049099,product:f9272e58-a26b-5926-ab4c-38879c02ece5
Vịnh Hạ Long,20.944744,107.172454,Vui chơi,Hạ Long,"mở cửa Mở cửa quanh năm, 24/7 · • Một danh lam thắng cảnh nổi tiếng của Việt Nam đã được đưa vào Danh sách Di sản thiên nhiên thế giới • Hơn 2.000 khối đá đa dạng mọc lên từ mặt nước biển tĩnh lặng • Đi thuyền tham quan và tận hưởng",1,,false,,https://vn.trip.com/travel-guide/attraction/ha-tu/ha-long-bay-81458/,https://ak-d.tripcdn.com/images/0101i120008iiuc8yB59E.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.944744%2C107.172454,product:8c935f2b-2bc7-5f3c-9fa9-5a8e7438597d
Cáp Treo Cát Bà,20.812624,106.886446,Vui chơi,Hải Phòng,"từ 70.000₫ · mở cửa 08:30–08:45, 09:30–09:45, 10:30–10:45, 11:30–11:45, 13:30–13:45, 14:30–14:45, 15:30–15:45 · Cáp Treo Cát Bà tại Hải Phòng. Loại hình: Cáp treo. Giờ mở cửa: 08:30–08:45, 09:30–09:45, 10:30–10:45, 11:30–11:45, 13:30–13:45, 14:30–14:45, 15:30–15:45. Địa chỉ: Thôn Chấn, Đồng Bài, Cát Hải, Hải Ph",1,70000,true,,https://vn.trip.com/travel-guide/attraction/haiphong/sun-world-cat-ba-cable-car-130542268/,https://ak-d.tripcdn.com/images/0105v120009j79uh24E62.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.812624%2C106.886446,product:82981b29-9490-51c3-aae2-e4eaa61ca0c5
Cat Ba Eco Tourist,20.726995,107.044319,Vui chơi,Hải Phòng,"mở cửa Mở cửa cả ngày · Cat Ba Eco Tourist. Địa chỉ: 143 Tùng Dinh, Cát Hải, Hải Phòng 05406, Việt Nam. Giờ mở cửa: Mở cửa cả ngày",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/cat-ba-eco-tourist-151501916/,https://ak-d.tripcdn.com/images/0HJ1z12000t8xk851903E.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.726995%2C107.044319,product:8cf0822e-e242-5f60-a708-b359a900cc84
Đền Kiếp Bạc,21.151181,106.327697,Vui chơi,Hải Phòng,"mở cửa Vui lòng liên hệ với điểm tham quan để xác nhận giờ mở cửa cụ thể · Đền Kiếp Bạc. Địa chỉ: Côn Sơn-Kiếp Bạc, Trần Hưng Đạo, Hải Phòng 170000, Việt Nam. Giờ mở cửa: Vui lòng liên hệ với điểm tham quan để xác nhận giờ mở cửa cụ thể",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/kiep-bac-temple-144400586/,https://ak-d.tripcdn.com/images/0HJ6812000iq3ldu13A5E.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.151181%2C106.327697,product:4426c3df-5776-5410-a105-fcb933f31c1f
Đền Quan Lớn Tuần Tranh,20.734771,106.395009,Vui chơi,Hải Phòng,"mở cửa Mở cửa cả ngày · Đền Quan Lớn Tuần Tranh. Địa chỉ: QL37, Ninh Giang, Hải Phòng 170000, Việt Nam. Giờ mở cửa: Mở cửa cả ngày",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/n-quan-tun-tranh-142321196/,https://ak-d.tripcdn.com/images/0HJ5u12000gis4p97AD51.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.734771%2C106.395009,product:bc019efa-6bbb-5023-ba43-94c26ff308a7
Di Tích Bạch Đằng Giang,20.966276,106.759059,Vui chơi,Hải Phòng,"mở cửa 06:00–18:00 · Di Tích Bạch Đằng Giang. Địa chỉ: Trần Hưng Đạo, Bạch Đằng, Hải Phòng, Việt Nam. Giờ mở cửa: 06:00–18:00",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/di-tch-bch-ng-giang-146784601/,https://ak-d.tripcdn.com/images/0HJ3i12000gidnpd7AE30.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.966276%2C106.759059,product:2d846ae0-59b3-5b26-8f47-78e98dc237fc
Hải Đăng Plaza,20.862729,106.692512,Vui chơi,Hải Phòng,"mở cửa 06:00–00:00 · Hải Đăng Plaza. Địa chỉ: 19 P. Trần Khánh Dư, Phường, Ngô Quyền, Hải Phòng 180000, Việt Nam. Giờ mở cửa: 06:00–00:00",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/haidang-plaza-147267718/,https://ak-d.tripcdn.com/images/0HJ3n12000iw2cly28C43.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.862729%2C106.692512,product:0a8da61a-5710-5d13-b4b9-91426a40a86b
Halong Bay Cruises,20.853363,106.981571,Vui chơi,Hải Phòng,"mở cửa 07:00–17:00 · Halong Bay Cruises. Loại hình: Phong cảnh thiên nhiên. Địa chỉ: Đường xuyên đảo Cát Bà, Cát Hải, Hải Phòng, Việt Nam. Giờ mở cửa: 07:00–17:00. Thời gian tham quan đề xuất: 1–2 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/trung-trang-cave-55838986/,https://ak-d.tripcdn.com/images/0ww3e12000amk8rur03A0.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.853363%2C106.981571,product:9f270b43-cffb-53cc-b5a5-2e61664cb63b
Hang Đầu Gỗ,20.911157,107.018659,Vui chơi,Hải Phòng,"mở cửa Mở cửa cả ngày · Hang Đầu Gỗ. Địa chỉ: Cát Hải, Hải Phòng. Giờ mở cửa: Mở cửa cả ngày. Thời gian tham quan đề xuất: 1 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/dau-go-cave-137221038/,https://ak-d.tripcdn.com/images/0ww2t12000colv5ejC22C.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.911157%2C107.018659,product:52bb014e-6d75-5517-9543-febf9a157ef3
Học viện cưỡi ngựa Vinpearl Vũ Yên,20.873214,106.746369,Vui chơi,Hải Phòng,8 vé/combo · từ 100.000₫ · vd. [Vinpearl Horse Academy] [-40%] - Học thử cưỡi ngựa (nhóm từ 03 người); [Vinpearl Horse Academy] - Thuê đồ bảo hộ (học cưỡi ngựa); [Vinpearl Horse Academy] - Chụp ảnh với Ngựa lai/ Pony (01 tiếng),8,100000,true,,https://booking.vinpearl.com/vi-VND/tour/copy-hoc-thu-cuoi-ngua-cho-nguoi-lon-vw01212,https://booking-static.vinpearl.com/tours/f3d630429134473d856420855541c741_7_hoc-vien-ngua-vu-yen.jpg,osm,venue,,https://www.google.com/maps/search/?api=1&query=20.873214%2C106.746369,"venue:hoc vien cuoi ngua vinpearl vu yen@20.87321,106.74637"
Nhà hát Thành phố Hải Phòng,20.857311,106.681815,Vui chơi,Hải Phòng,"mở cửa Vui lòng liên hệ với điểm tham quan để xác nhận giờ mở cửa cụ thể · Nhà hát Thành phố Hải Phòng. Địa chỉ: 28 P. Trần Hưng Đạo, Hồng Bàng, Hải Phòng, Việt Nam. Giờ mở cửa: Vui lòng liên hệ với điểm tham quan để xác nhận giờ mở cửa cụ thể",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/haiphong-opera-house-147191023/,https://ak-d.tripcdn.com/images/0HJ5y12000j7i0txe9505.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.857311%2C106.681815,product:23ec8cd7-de65-5e9b-aaf2-c138a0f415ae
Quần đảo Cát Bà,20.8,106.999722,Vui chơi,Hải Phòng,"mở cửa 08:00–17:00 · Quần đảo Cát Bà. Loại hình: Tour đi thuyền. Địa chỉ: Cát Hải, Hải Phòng, Việt Nam. Giờ mở cửa: 08:00–17:00. Thời gian tham quan đề xuất: 1–2 ngày",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/cat-ba-island-80751/,https://ak-d.tripcdn.com/images/0HJ5x12000h003n1rEEAC.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.800000%2C106.999722,product:973f1f04-6e0f-5380-a7b9-46718793a73d
sông Bắc Hưng Hải,20.87519,106.242836,Vui chơi,Hải Phòng,mở cửa Vui lòng liên hệ với điểm tham quan để xác nhận giờ mở cửa cụ thể · sông Bắc Hưng Hải. Địa chỉ: Việt Nam. Giờ mở cửa: Vui lòng liên hệ với điểm tham quan để xác nhận giờ mở cửa cụ thể,1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/sng-bc-hng-hi-150865296/,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.875190%2C106.242836,product:2785db48-2e12-5aef-883e-0dc5e52fc62c
Timezone Aeon Mall Hải Phòng Le Chan,20.832266,106.682405,Vui chơi,Hải Phòng,"mở cửa 10:00–22:00 · Timezone Aeon Mall Hải Phòng Le Chan. Địa chỉ: Aeon Mall, 10 Võ Nguyên Giáp, An Biên, Hải Phòng 180000, Việt Nam. Giờ mở cửa: 10:00–22:00",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/timezone-aeon-mall-hi-phng-le-chan-149736329/,https://ak-d.tripcdn.com/images/0HJ1d12000t8zoh972E24.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.832266%2C106.682405,product:bf29fed2-bd30-55a3-a625-e2cc1a746d2f
Vinpearl Golf Hải Phòng,20.870558,106.733208,Golf,Hải Phòng,"từ 1.700.000₫ · [Vinpearl Golf Hải Phòng] - Voucher ưu đãi lên đến 50%  ĐẢO GOLF TRONG LÒNG PHỐ CẢNG Toạ lạc trên đảo Vũ Yên, cách trung tâm thành phố 15 phút di chuyển bằng ô tô, Vinpearl Golf Hải Phòng mang đến nhữ",1,1700000,true,,https://booking.vinpearl.com/vi-VND/tour/copy-hai-phong-voucher-golf-up-to-50-gn02538,https://booking-static.vinpearl.com/tours/0cc70476e21e4c4f98408cb95b885700_VPGHP_lifestyle_4_VinpearlGolf.jpg,osm,venue,,https://www.google.com/maps/search/?api=1&query=20.870558%2C106.733208,"venue:vinpearl golf hai phong@20.87056,106.73321"
VinWonders Vũ Yên,20.870566,106.749287,"Combo, Vui chơi",Hải Phòng,12 vé/combo · từ 200.000₫ · mở cửa 09:00–17:00 · vd. [VinWonders Vũ Yên] - Combo 03 khu: Vườn Thú + Trò Chơi + Công Viên Nước; [VinWonders Vũ Yên] - Combo Tiêu Chuẩn: Vườn Thú + Khu Trò Chơi; [VinWonders Vũ Yên] - Combo 03 Khu: Vườn Thú + Trò Chơi + Công Viên Nước + GoKart,12,200000,true,,https://booking.vinpearl.com/vi-VND/tour/copy-vinwonders-vu-yen-combo-03-khu-vuon-thu-khu-tro-choi-cong-vien-nuoc-vw02850,https://booking-static.vinpearl.com/tours/18101f7080b04153b76aa78f174dec01_606897777_122168230460763160_4446014656170640742_n_vinwonders-vu-yen-vuon-thu-khu-tro-choi-cong-vien-nuoc.jpg,trip.com,venue,,https://www.google.com/maps/search/?api=1&query=20.870566%2C106.749287,"venue:vinwonders vu yen@20.87057,106.74929"
Vườn Quốc gia Cát Bà,20.793506,106.990064,Vui chơi,Hải Phòng,"mở cửa 07:00–17:00 · Vườn Quốc gia Cát Bà. Loại hình: Phong cảnh thiên nhiên. Địa chỉ: Cát Hải, Hải Phòng 05418, Việt Nam. Giờ mở cửa: 07:00–17:00. Thời gian tham quan đề xuất: 1–2 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/haiphong/cat-ba-national-park-98748/,https://ak-d.tripcdn.com/images/100d1f000001gor5f3584.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=20.793506%2C106.990064,product:0b141254-0c8f-526d-9af5-e31e3b99ff34
Đảo Ký ức Hội An,15.87499,108.338729,Vui chơi,Hội An,"từ 540.000₫ · mở cửa 16:00–22:00 · CHƯƠNG TRÌNH BIỂU DIỄN NGHỆ THUẬT THỰC CẢNH - KÝ ỨC HỘI AN đưa du khách vào chuyến hành trình xuyên không, từ thuở khai sinh ra Hội An đến thời kỳ vàng son của thương cảng Faifo sầm uất, tái hiện dòng",1,540000,true,,https://vn.trip.com/travel-guide/attraction/da-nang/hoi-an-memories-land-55836519/,https://ak-d.tripcdn.com/images/0105412000maat6a6DA59.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=15.874990%2C108.338729,product:42f79f2b-9afa-5bfc-b075-9f53b0dd48db
Hacoconut Coconut Basket Boat,15.876421,108.37357,Vui chơi,Hội An,mở cửa 07:30–18:00 · Hãy thoát khỏi những con phố nhộn nhịp của Hội An và dành một ngày hòa mình với thiên nhiên! Làng Cẩm Thanh được coi là lá phổi xanh của Hội An nhờ những hàng dừa xanh mướt. Địa điểm quyến rũ này thườ,1,,false,,https://vn.trip.com/travel-guide/attraction/da-nang/hacoconut-coconut-basket-boat-134100373/,https://ak-d.tripcdn.com/images/0100312000kv8wynb3181.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=15.876421%2C108.373570,product:6d58c14e-3952-5c1a-a801-88e4384e203d
Hạnh Coconut Basket Boat,15.873375,108.375223,Vui chơi,Hội An,"từ 85.000₫ · mở cửa 07:30–18:00 · Làng Cẩm Thanh được coi là lá phổi xanh của Hội An nhờ vào rừng dừa rộng lớn. Địa điểm đầy quyến rũ này thường được so sánh với vùng đồng bằng sông Cửu Long nổi tiếng, nhưng ở đây bạn sẽ được trải ngh",1,85000,true,,https://vn.trip.com/travel-guide/attraction/da-nang/hnh-coconut-basket-boat-137069524/,https://ak-d.tripcdn.com/images/0104312000rhhpuw0A5EA.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=15.873375%2C108.375223,product:f5f2d593-5a9d-59e7-8ca6-d6632bf796c8
Ký Ức Hội An,15.874989,108.338728,Vui chơi,Hội An,"từ 540.000₫ · mở cửa 20:00–21:00 · Chương trình biểu diễn nghệ thuật thực cảnh - KÝ ỨC HỘI AN Nằm bên dòng sông Hoài thơ mộng, Đảo Ký Ức Hội An là quần thể du lịch – nghỉ dưỡng – văn hóa gắn liền với phố cổ Hội An, tiên phong trong xu ",1,540000,true,,https://vn.trip.com/travel-guide/attraction/da-nang/hoi-an-memories-show-50714614/,https://ak-d.tripcdn.com/images/0104x120009mjd2b7278A.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=15.874989%2C108.338728,product:ff3bdf31-55a7-5cd4-a64d-01a428b05fef
Mỹ Sơn,15.768782,108.119315,Vui chơi,Hội An,"từ 163.000₫ · mở cửa 06:00–17:00 · Khu di tích Mỹ Sơn nằm cách Hội An hơn 40 km về phía tây. Đây là khu tôn giáo lớn nhất của vương quốc Chăm Pa cổ đại tại Việt Nam, được mệnh danh là ""Angkor Wat của Việt Nam"". Người Chăm đã xây dựng c",1,163000,true,,https://vn.trip.com/travel-guide/attraction/da-nang/my-son-sanctuary-84706/,https://ak-d.tripcdn.com/images/100h0z000000mw5y30E3B.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=15.768782%2C108.119315,product:7692a431-6bdf-5cd8-af46-4e8d7a2f5761
Phố cổ Hội An,15.87727,108.329708,Vui chơi,Hội An,"từ 120.000₫ · mở cửa Mở cửa quanh năm, 24/7 · Phố cổ Hội An là một thương cảng truyền thống được bảo tồn tốt ở Đông Nam Á. Có những con phố hoàn chỉnh có người Hoa sinh sống trong thành phố cổ. Hội quán Phúc Kiến, Hội quán Quảng Châu, Hội quán Tr",1,120000,true,,https://vn.trip.com/travel-guide/attraction/da-nang/hoi-an-old-town-84669/,https://ak-d.tripcdn.com/images/100i0x000000lf46pEB79.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=15.877270%2C108.329708,product:bf223970-35da-5e67-ad6b-ae0cfe851858
Vinpearl Golf Nam Hội An,15.794018,108.412279,Golf,Hội An,"từ 1.700.000₫ · [Vinpearl Golf Nam Hội An] - Voucher 01 vòng golf chỉ từ 2.100.000  TUYỆT TÁC SÂN GOLF GIỮA MIỀN DI SẢN Nằm trong quần thể di sản văn hóa hấp dẫn bậc nhất Việt Nam, Vinpearl Golf Nam Hội An ấn tượng v",1,1700000,true,,https://booking.vinpearl.com/vi-VND/tour/copy-vinpearl-golf-nam-hoi-an-voucher-01-vong-golf-chi-tu-1700000-gn02681,https://booking-static.vinpearl.com/tours/7e05bee3dc1d4264ad7f844581f44c71_Screenshot_5_VinpearlGolf.png,osm,venue,,https://www.google.com/maps/search/?api=1&query=15.794018%2C108.412279,"venue:vinpearl golf nam hoi an@15.79402,108.41228"
